Event_Id,Event_Cat,Event_brite_url,Event_Name,Event_Time,Event_Link,Event_Location,Event_Title,Ticket_Fare,Event_Time_updates,consolidated_Data
1243,school activities,https://www.eventbrite.com/d/ireland--dublin/school-activities--events--next-month/?page=1,Terenure College Leaders On Our Level 2023,"Thu, Apr 27, 10:00 AM",https://www.eventbrite.ie/e/terenure-college-leaders-on-our-level-2023-tickets-573302462097?aff=ebdssbdestsearch,The Helix • Dublin 9,Terenure College Leaders On Our Level 2023,,2023-04-27 10:00:00,"terenure college leaders level ireland’s largest free conference transition year students. held helix, dcu free, annual event attended 1,000 ty students around island ireland. organised co-ordinated transition year students terenure college platform leaders today meet with, empower, inspire motivate leaders future.the aim event introduce transition year students variety inspirational role models. confirmed speakers year include: fr. peter mcverry, peter cosgrove expert future work human rights lawyer social activist simone george announced soon.sporting legends joe schmidt, jim gavin, james mccarthy, colm cooper enda mcnulty, leading entrepreneurs bobby kerr, vanessa tierney, (ceo abodoo), mental health well-being campaigner bressie well mark pollock professor donal o’shea spoken conference past. 2019 event opened taoiseach leo varadkar. school activities Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Conferences, Dublin School Activities Conferences"
1244,school activities,https://www.eventbrite.com/d/ireland--dublin/school-activities--events--next-month/?page=1,ASA Blossom Ball 23,"Thu, Apr 13, 8:00 PM",https://www.eventbrite.ie/e/asa-blossom-ball-23-tickets-595921245487?aff=ebdssbdestsearch,"Radisson Blu St. Helen's Hotel, Dublin • Dublin",ASA Blossom Ball 23,,2023-04-13 20:00:00,"asa 23 brings years tudublin architecture ball. years theme: blossom tickets: €60 (excluding booking fee)tickets include 3 course sit-down dinner pembrooke suite st helens (raddison blu, stillorgan road). invite open current past students architecture architectural technology, faculty.this years theme blossom. theme open interpretation suggested moodboard would consist (but restricted to) pastels, white, linen, florals, blue, spring etc.more details night run-through follow...hope see there!asa 23for questions dm us @asa_tudublin instagram contact member years committee. school activities Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Galas, Dublin School Activities Galas"
1245,school activities,https://www.eventbrite.com/d/ireland--dublin/school-activities--events--next-month/?page=1,St. Kevin's Table Quiz,"Fri, Apr 21, 8:00 PM",https://www.eventbrite.ie/e/st-kevins-table-quiz-tickets-576430267447?aff=ebdssbdestsearch,Greystones Golf Club • Greystones,St. Kevin's Table Quiz,,2023-04-21 20:00:00,"st. kevin's table quiz st. kevin's national school excited bring annual table quiz. known great night lots fun, want miss this. doors open 7.30pm, quiz starts 8pm sharp. tables 4 school activities Ireland Events, Wicklow Events, Things to do in Greystones, Greystones Other, Greystones School Activities Other"
1246,school activities,https://www.eventbrite.com/d/ireland--dublin/school-activities--events--next-month/?page=1,High School Musical,"Tue, Apr 18, 7:00 PM",https://www.eventbrite.com/e/high-school-musical-tickets-596642883927?aff=ebdssbdestsearch,Balbriggan Community College • Balbriggan,High School Musical,Cancelled,2023-04-18 19:00:00,"get ready bop bop bop top balbriggan cc bring taste 'start something new'. w﻿e can't wait welcome amateur production high school musical! doors open 6.30pm, show begins 7.00pm. get ready sit back, relax enjoy show, going good one! school activities Ireland Events, Fingal Events, Things to do in Balbriggan, Balbriggan Performances, Balbriggan School Activities Performances, musical, balbriggan, highschoolmusical, music festival"
1247,school activities,https://www.eventbrite.com/d/ireland--dublin/school-activities--events--next-month/?page=1,Schools trip to Joob Joobs - N.Irelands largest sweet shop,"Thu, Apr 20, 7:00 PM",https://www.eventbrite.com/e/schools-trip-to-joob-joobs-nirelands-largest-sweet-shop-tickets-556022316717?aff=ebdssbdestsearch,24 Belmont Rd • Belfast,Schools trip to Joob Joobs - N.Irelands largest sweet shop,£11.55,2023-04-20 19:00:00,"book schools educational trip joob joobs - northern irelands largest sweet shop? want educate fun largest sweet shop?we invite primary schools come shop 24-26 belmont road , belfast bt4 2an. host educational workshop:hosting groups 30 kids one time. skilled hosts hand guide everyone whatever ability! book schools trip email hello@joobjoobs.com ring us today 02896 214319either:1. candle making [ kids 7 +] £15 per person2. friendship bracelet making - ages £10.00 per person3. bath bomb making - 7+ £10.00 per personoption add £10 sweet package unlimited ice cream/candy pouch take home/drink popcorn. suitable kids birthday primary school educational workshops! school activities United Kingdom Events, Belfast Events, Things to do in Belfast, Belfast Tours, Belfast School Activities Tours, schools, schooltrip"
1252,science and tech,https://www.eventbrite.com/d/ireland--dublin/science-and-tech--events--next-month/?page=1,Venus-Moon Watch April 22,"Sat, Apr 22, 8:00 PM",https://www.eventbrite.ie/e/venus-moon-watch-april-22-tickets-598060484007?aff=ebdssbdestsearch,Astronomy Ireland HQ • BALLYCOOLIN,Venus-Moon Watch April 22,€5,2023-04-22 20:00:00,"join astronomy ireland set telescopes show you, general public venus moon. tickets cost €5 donation club. science and tech Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Other, Dublin Science & Tech Other, moon, astronomy, venus, astronomyireland, nationalastronomyweek"
1253,science and tech,https://www.eventbrite.com/d/ireland--dublin/science-and-tech--events--next-month/?page=1,Science Workshop for Kids,"Sat, Apr 22, 2:30 PM",https://www.eventbrite.ie/e/science-workshop-for-kids-tickets-414544422527?aff=ebdssbdestsearch,The Rediscovery Centre • Ballymun,Science Workshop for Kids,€10,2023-04-22 14:30:00,"join us rediscovery centre science workshop kids hands-on science investigations. join us rediscovery centre science workshop kids. exploring science everyday lives hands-on science investigations chemistry, physics forces. kitchen science magnetism, workshop bring mad scientist everyone! suitable children aged 6 12 years. science and tech Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Classes, Dublin Science & Tech Classes, science, science education"
1254,science and tech,https://www.eventbrite.com/d/ireland--dublin/science-and-tech--events--next-month/?page=1,Easter Activity Day,"Thu, Apr 6, 9:00 AM",https://www.eventbrite.ie/e/easter-activity-day-tickets-414539728487?aff=ebdssbdestsearch,The Rediscovery Centre • Ballymun,Easter Activity Day,,2023-04-06 09:00:00,"join education team easter activity day fun hands-on activities! looking fun activities easter holidays? join education team easter activity day fun hands activities. easter camps include variety easter-themed activities including egg hunt challenge, egg science, easter games, arts crafts exploring nature springtime. egg-cellent! easter camps suitable children aged 6 12 years old. facilitators experienced working children, trained child protection garda vetted.**please note programme run 4th 6th april. bookings accepted understanding event delivered attracts required minimum number attendees ensure viability. event cancelled due insufficient numbers notify email least 5 clear working days date event intended take place offer either refund, attendance another similar event lieu. science and tech Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Classes, Dublin Science & Tech Classes, science, science education"
1255,science and tech,https://www.eventbrite.com/d/ireland--dublin/science-and-tech--events--next-month/?page=1,ENGAGE 2023 Grand Final,"Wed, Apr 19, 5:00 PM",https://www.eventbrite.ie/e/engage-2023-grand-final-tickets-542741633837?aff=ebdssbdestsearch,"Moore Auditorium, UCD O Brien Centre for Science • Belfield, Dublin 4",ENGAGE 2023 Grand Final,,2023-04-19 17:00:00,"engage 2023 grand final, ucd o'brien centre science, 5pm wednesday 19th april 2022 accessible science plain english. welcome.we delighted invite engage 2023 grand final take place wednesday 19th april 2023 5 pm moore auditorium ucd o'brien centre science. engage seminars annual competition, hosted ucd school biomolecular biomedical science late-stage ph.d. students challenged present research public, non-specialist audience clear effective way. event open general public invite you, family, friends, colleagues entertained informed plain english presentations posters spanning breadth biomedical science.i﻿n march 2023 preliminary rounds took place ucd, eighteen late-stage ph.d. students school's public science communication module, led dr craig slattery, competed place engage grand final. delighted announce six finalists selected compete engage 2023 trophy april are:ying ling dee, niamh duggan, lynda jordan, theresa auer, niamh martin & chaoying ma! science and tech Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Seminars, Dublin Science & Tech Seminars"
1256,science and tech,https://www.eventbrite.com/d/ireland--dublin/science-and-tech--events--next-month/?page=1,Race to Space,"Wed, Apr 5, 5:00 PM + 12 more events",https://www.eventbrite.ie/e/race-to-space-tickets-291340195367?aff=ebdssbdestsearch,Dunsink Observatory • Castleknock,Race to Space,€50,2023-04-05 17:00:00,"race space @ dunsink ""race space"" fully immersive escape room experience! sneak peek see dunsink.dias.ie/escaperoomgroups 2-4 people welcome play. open age 10+ accompanied parent/guardian. players 18 must attend parent/guardian. game 1 hour time slot.covid safety: players required wear masks times, sanitise hands upon arriving. room thoroughly cleaned sanitised games.thank donation support running community outreach events dias dunsink observatory.change/cancellation policy: ask least 5 days notice change refund requests allow sufficient time resell ticket. please email us directly request. science and tech Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Games, Dublin Science & Tech Games, space, dublin, escaperoom, diasspaceescape, dunsinkobservatory"
1257,science and tech,https://www.eventbrite.com/d/ireland--dublin/science-and-tech--events--next-month/?page=1,Telemedicine Entrepreneurship Training & Workshop | Medtech & Medical,"Tue, Apr 4, 1:00 PM + 3 more events",https://www.eventbrite.com/e/telemedicine-entrepreneurship-training-workshop-medtech-medical-tickets-401920183087?aff=ebdssbdestsearch,Dublin • Dublin,Telemedicine Entrepreneurship Training & Workshop | Medtech & Medical,From €107.05,2023-04-04 13:00:00,"develop successful telemedicine startup business hackathon | startup hackathon | entrepreneur hackathon | entrepreneurship hackathon develop successful smart telemedicine tech startup business today!telemedicine means provide healthcare solutions distance remotely information technology. telemedicine industry promising industry high demand coming years. make investment today receive proper training market insights delivering telemedicine startup marketduring smart telemedicine workshop cover topics like:vein scannernursery ai assistance pharmaceuticals calculator appsilico trials demandnano-medicinetelesurgeryveterinary scannerhealth sensors3d bioprinting emarketplaceorgan performance dashboardhealth cloud informaticsvirtual health assistanthealth intelligence - predicting diseasenutritional alert systemhealth intelligence - patient diagnosticsecodronecv rsmedical herb bioinformatics systemhealth intelligence - curing suggestionshospital vertical farming platformhealthcare api provider saashealth performance intelligencemedtech cloud documentationmedical images rpa rsbiological age testspersonalized medicine 3d printerbiomarker lab-testsbio computational simulatorsuper-foods vertical farmingdna sequence cloud analyzerencryption blockchain medtech saascellular performance testing biolabpersonalized genome analyticsprobiotic microbiome lab testshealthy food demand appvr mental therapy studiorent biolab demandpersonal ai doctor appphysicians ai assistantherbal tea indoor smart farmingcrispr cloud demandblood nutrients analyticsinfertility cloud analyticscancer ai dna screen testingcat specialist demand video call appbandaid sensorsbandaid metricsfeeding tube analytics appdigital eskin metricspulse oximeter analyticsand much much more1 day training: (basic edition)telemedicine markets, telemedicine insights, emerging technologies telemedicine disruptive technologies telemedicine emerging industries, new healthcare markets, new telemedicine servicesnew telemedicine prototypesnew telemedicine solutions, 2 day training: (premium edition)telemedicine markets, telemedicine insights, emerging technologies telemedicine disruptive technologies telemedicine emerging industries, new healthcare markets, new telemedicine servicesnew telemedicine prototypesnew telemedicine solutions, medtech ux, telemedicine user interface, medtech hardware, healthcare technology software, medical app design, doctor appointment app designmedtech wearable uxtelemedicine saas uxmedtech mvp ux 365 days training, 1 year membership, (gold edition)telemedicine markets, telemedicine insights, emerging technologies telemedicine disruptive technologies telemedicine emerging industries, new healthcare markets, new telemedicine servicesnew telemedicine prototypesnew telemedicine solutions, medtech ux, telemedicine user interface, medtech hardware, healthcare technology software, medical app design, doctor appointment app designmedtech wearable uxtelemedicine saas uxmedtech mvp uxtelesurgery, on-demand nursing, tele physiotherapy, tele elderly care, tele emergency assistance, tele dentist, tele emotional therapy, telehealth kit, rt care-giving, mhealth, video telemedicine, rt ar diagnostics, 3d tele mapping. telerehab, tele operating room, virtual vr clinic, rt ecg monitoring, remote biosensors, cvd alert system, smart ambulance, smart hospital, mhealth emergency systemand telemedicine entrepreneurship starter package (gold edition)30.000+ potential clients companies pdf list1000+ tech/startup slack communities pdf list1000+ startups pdf list1000+ tech ceos founders pdf list1000+ tech startup journalists pdf list1100+ pdf pr list1500+ startup accelerators pdf list2000+ venture capital vc pdf list2500+ usa founders pdf list700+ mhealth startups pdf list4300+ healthcare startups pdf listmedtech incubators & accelerators pdf list1600+ hardware startups pdf list900+ medical startups pdf list800+ food tech startups pdf list2100+ biotech startups pdf list200+ agtech startups pdf list(this remote virtual workshop sessions)develop successful smart telemedicine tech startup business hackathon | startup hackathon | entrepreneur hackathon | entrepreneurship workshop | entrepreneur class | tech workshop | tech hackathon | tech bootcamp | tech class | tech webinar | entrepreneur bootcamp | entrepreneur webinar | startup webinar | startup class | entrepreneur conference | startup conference | tech startup conference | business conference | business networking | startup networking | startup classes | entrepreneur classes | business training | entrepreneurship training | startup training | entrepreneur training | tech workshop | startup workshop | entrepreneur workshop | entrepreneurship workshop | business workshoptestimonials:""atechup startup workshops valuable business workshop ever purchased."" - johnny m.""not able tell happy atechup startup workshops."" - elisabeth f. t.""atechup startup workshops, visionary product, shaping future tomorrow"" - cohen. a""i completely blown away quality generous material. thank much"" - steven d.""your company truly upstanding unique. gotten least 50 times value workshops."" - xinye t.""i funded startup series first time thanks atechup workshops"" - f. martinez science and tech Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Classes, Dublin Science & Tech Classes, business, health, tech, technology, medical, startup, entrepreneur, hackathon, healthcare, webinar"
