EventName,Fare,TypeOfTrip,Ratings,description,Link,Event_Type
142. Halfpenny Bridge Market,,Flea & Street Markets,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189580-Reviews-Halfpenny_Bridge_Market-Dublin_County_Dublin.html,Activites
143. The Comedy Crunch,,Comedy Clubs,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d2630587-Reviews-The_Comedy_Crunch-Dublin_County_Dublin.html,Activites
144. Belvedere Irish Night,,Dinner Theatres,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d3225263-Reviews-Belvedere_Irish_Night-Dublin_County_Dublin.html,Activites
145. Andy Kenny Fitness,,Sports Camps & Clinics,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8351823-Reviews-Andy_Kenny_Fitness-Dublin_County_Dublin.html,Activites
146. Airfield Estate,,Nature & Wildlife Areas • Farms,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5480652-Reviews-Airfield_Estate-Dublin_County_Dublin.html,Activites
147. Jack Pott's Bingo,,Casinos,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12370986-Reviews-Jack_Pott_s_Bingo-Dublin_County_Dublin.html,Activites
148. Convention Centre Dublin,,Convention Centres,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8719355-Reviews-Convention_Centre_Dublin-Dublin_County_Dublin.html,Activites
149. Newman University Church,,Religious Sites,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d216341-Reviews-Newman_University_Church-Dublin_County_Dublin.html,Activites
150. Smithfield Square,,Historic Sites • Points of Interest & Landmarks,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d216397-Reviews-Smithfield_Square-Dublin_County_Dublin.html,Activites
151. The Brazen Head,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189057-Reviews-The_Brazen_Head-Dublin_County_Dublin.html,Activites
152. Sphere Within Sphere,,Monuments & Statues,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7918282-Reviews-Sphere_Within_Sphere-Dublin_County_Dublin.html,Activites
153. St. Ann's Church,,Religious Sites,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d216402-Reviews-St_Ann_s_Church-Dublin_County_Dublin.html,Activites
154. Stag's Head Dublin,,Points of Interest & Landmarks • Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d218622-Reviews-Stag_s_Head_Dublin-Dublin_County_Dublin.html,Activites
155. Dubh Linn Gardens,,Gardens,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6908649-Reviews-Dubh_Linn_Gardens-Dublin_County_Dublin.html,Activites
156. O'Donoghue's Bar,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189059-Reviews-O_Donoghue_s_Bar-Dublin_County_Dublin.html,Activites
157. Mansion House,,Historic Sites • Architectural Buildings,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d246047-Reviews-Mansion_House-Dublin_County_Dublin.html,Activites
158. Taylors Three Rock,,Bars & Clubs • Cabarets,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d577852-Reviews-Taylors_Three_Rock-Dublin_County_Dublin.html,Activites
159. Merry Ploughboys Irish Night,,Theatre & Performances,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d649670-Reviews-Merry_Ploughboys_Irish_Night-Dublin_County_Dublin.html,Activites
160. Escape Dublin,,Escape Games • Game & Entertainment Centres,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7927719-Reviews-Escape_Dublin-Dublin_County_Dublin.html,Activites
161. Jervis Shopping Centre,,Shopping Malls,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8663596-Reviews-Jervis_Shopping_Centre-Dublin_County_Dublin.html,Activites
162. Duke of Wellington Monument,,Monuments & Statues,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d3525325-Reviews-Duke_of_Wellington_Monument-Dublin_County_Dublin.html,Activites
163. Goldenbridge Cemetery,,Points of Interest & Landmarks • Cemeteries,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d16735563-Reviews-Goldenbridge_Cemetery-Dublin_County_Dublin.html,Activites
164. The Séamus Ennis Arts Centre,,Points of Interest & Landmarks,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4090223-Reviews-The_Seamus_Ennis_Arts_Centre-Dublin_County_Dublin.html,Activites
165. Oliver St. John Gogarty's Pub,,Bars & Clubs,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d523551-Reviews-Oliver_St_John_Gogarty_s_Pub-Dublin_County_Dublin.html,Activites
166. The Confession Box,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5788893-Reviews-The_Confession_Box-Dublin_County_Dublin.html,Activites
167. Charles S. Parnell Monument,,Points of Interest & Landmarks • Monuments & Statues,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4202721-Reviews-Charles_S_Parnell_Monument-Dublin_County_Dublin.html,Activites
168. The Cobblestone,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10386202-Reviews-The_Cobblestone-Dublin_County_Dublin.html,Activites
169. Cherry Comedy at Whelan's,,Comedy Clubs,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8364087-Reviews-Cherry_Comedy_at_Whelan_s-Dublin_County_Dublin.html,Activites
170. The Craic Den Comedy Club,,Comedy Clubs,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d17541368-Reviews-The_Craic_Den_Comedy_Club-Dublin_County_Dublin.html,Activites
171. Luas - Tram Services,,Public Transportation Systems,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10253786-Reviews-Luas_Tram_Services-Dublin_County_Dublin.html,Activites
172. Oasis Beauty - Day Spa & Skincare Clinic,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d9597389-Reviews-Oasis_Beauty_Day_Spa_Skincare_Clinic-Dublin_County_Dublin.html,Activites
173. Laughter Lines,,Comedy Clubs,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6001268-Reviews-Laughter_Lines-Dublin_County_Dublin.html,Activites
174. Campanile of Trinity College,,Points of Interest & Landmarks,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10840872-Reviews-Campanile_of_Trinity_College-Dublin_County_Dublin.html,Activites
175. SANDEMANs NEW Europe - Dublin,,"City Tours • Bar, Club & Pub Tours",5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d1749017-Reviews-SANDEMANs_NEW_Europe_Dublin-Dublin_County_Dublin.html,Activites
176. Celtic Nights,,Theatre & Performances,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d2371621-Reviews-Celtic_Nights-Dublin_County_Dublin.html,Activites
177. Courtlough,,Shooting Ranges,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6200337-Reviews-Courtlough-Dublin_County_Dublin.html,Activites
"178. GoQuest, Carrickmines Exit 15 M50",,Game & Entertainment Centres,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10089706-Reviews-GoQuest_Carrickmines_Exit_15_M50-Dublin_County_Dublin.html,Activites
179. Gate Theatre,,Historic Sites • Theatres,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189079-Reviews-Gate_Theatre-Dublin_County_Dublin.html,Activites
180. DoDublin,,City Tours • Hop-On Hop-Off Tours,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d195416-Reviews-DoDublin-Dublin_County_Dublin.html,Activites
181. Dublin Free Walking Tour,,"City Tours • Bar, Club & Pub Tours",5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6748565-Reviews-Dublin_Free_Walking_Tour-Dublin_County_Dublin.html,Activites
182. Bespoke Equestrian Ireland,,Horseback Riding Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d15306847-Reviews-Bespoke_Equestrian_Ireland-Dublin_County_Dublin.html,Activites
183. Endgame Escape Rooms,,Escape Games,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d14142133-Reviews-Endgame_Escape_Rooms-Dublin_County_Dublin.html,Activites
184. The Clockwork Door,,Game & Entertainment Centres,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12412982-Reviews-The_Clockwork_Door-Dublin_County_Dublin.html,Activites
185. Irish Day Tours,,Sightseeing Tours • Bus Tours,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d1775081-Reviews-Irish_Day_Tours-Dublin_County_Dublin.html,Activites
186. Buskers Bar,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4102568-Reviews-Buskers_Bar-Dublin_County_Dublin.html,Activites
187. Paddywagon Tours,,City Tours • Historical & Heritage Tours,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8821941-Reviews-Paddywagon_Tours-Dublin_County_Dublin.html,Activites
188. Clubs4hire,,Equipment Hire,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6438145-Reviews-Clubs4hire-Dublin_County_Dublin.html,Activites
189. Hairy Lemon,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d627203-Reviews-Hairy_Lemon-Dublin_County_Dublin.html,Activites
190. Himalayan Beauty,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12857466-Reviews-Himalayan_Beauty-Dublin_County_Dublin.html,Activites
191. The Bank Pub,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7346501-Reviews-The_Bank_Pub-Dublin_County_Dublin.html,Activites
192. Sweny's,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7393421-Reviews-Sweny_s-Dublin_County_Dublin.html,Activites
193. Carrolls Irish Gifts,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7788183-Reviews-Carrolls_Irish_Gifts-Dublin_County_Dublin.html,Activites
194. Child Friendly Taxi,,Taxis & Shuttles,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12804666-Reviews-Child_Friendly_Taxi-Dublin_County_Dublin.html,Activites
195. The National Concert Hall,,Concerts • Operas,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d1531869-Reviews-The_National_Concert_Hall-Dublin_County_Dublin.html,Activites
196. The Palace,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d216606-Reviews-The_Palace-Dublin_County_Dublin.html,Activites
197. Ayurveda Dublin,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12002922-Reviews-Ayurveda_Dublin-Dublin_County_Dublin.html,Activites
198. Peadar Kearney's,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d2475329-Reviews-Peadar_Kearney_s-Dublin_County_Dublin.html,Activites
199. Kevin & Howlin,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189591-Reviews-Kevin_Howlin-Dublin_County_Dublin.html,Activites
200. Vicar Street,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d3661514-Reviews-Vicar_Street-Dublin_County_Dublin.html,Activites
201. The Old Storehouse,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5979490-Reviews-The_Old_Storehouse-Dublin_County_Dublin.html,Activites
202. Whelan's,,Concerts • Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d3462148-Reviews-Whelan_s-Dublin_County_Dublin.html,Activites
203. The Quays Temple Bar,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7949377-Reviews-The_Quays_Temple_Bar-Dublin_County_Dublin.html,Activites
204. The Buff Day Spa,,Spas,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4942214-Reviews-The_Buff_Day_Spa-Dublin_County_Dublin.html,Activites
205. The Laughter Lounge,,Bars & Clubs • Comedy Clubs,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4308562-Reviews-The_Laughter_Lounge-Dublin_County_Dublin.html,Activites
206. Celtic Whiskey Shop,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4371031-Reviews-Celtic_Whiskey_Shop-Dublin_County_Dublin.html,Activites
207. Viking Splash Tours,,City Tours • Boat Tours,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d1546492-Reviews-Viking_Splash_Tours-Dublin_County_Dublin.html,Activites
208. Collins Day Tours,,Historical & Heritage Tours • Sightseeing Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d1874156-Reviews-Collins_Day_Tours-Dublin_County_Dublin.html,Activites
209. Stella Cinema,,Cinemas,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d13123562-Reviews-Stella_Cinema-Dublin_County_Dublin.html,Activites
210. Airport Collections,,Taxis & Shuttles,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8113856-Reviews-Airport_Collections-Dublin_County_Dublin.html,Activites
211. Hodges Figgis,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7228077-Reviews-Hodges_Figgis-Dublin_County_Dublin.html,Activites
212. Grogan's Castle Lounge,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d580077-Reviews-Grogan_s_Castle_Lounge-Dublin_County_Dublin.html,Activites
213. Silver Works,,Lessons & Workshops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d15891774-Reviews-Silver_Works-Dublin_County_Dublin.html,Activites
214. The Ferryman,,Bars & Clubs,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d669325-Reviews-The_Ferryman-Dublin_County_Dublin.html,Activites
215. Historical Walking Tours of Dublin,,Historical & Heritage Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d536114-Reviews-Historical_Walking_Tours_of_Dublin-Dublin_County_Dublin.html,Activites
216. The International Bar,,Bars & Clubs • Comedy Clubs,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d216607-Reviews-The_International_Bar-Dublin_County_Dublin.html,Activites
217. Glass Mask Theatre,,Theatres • Dinner Theatres,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d21368388-Reviews-Glass_Mask_Theatre-Dublin_County_Dublin.html,Activites
218. The Dame Tavern,,Bars & Clubs,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d9795600-Reviews-The_Dame_Tavern-Dublin_County_Dublin.html,Activites
219. Decent Cigar Emporium,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189603-Reviews-Decent_Cigar_Emporium-Dublin_County_Dublin.html,Activites
220. Jam Art Factory,,Speciality & Gift Shops • Points of Interest & Landmarks,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7381284-Reviews-Jam_Art_Factory-Dublin_County_Dublin.html,Activites
221. Bowes Bar,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5427555-Reviews-Bowes_Bar-Dublin_County_Dublin.html,Activites
222. BaanPai Thai Massage,,Spas,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d2256517-Reviews-BaanPai_Thai_Massage-Dublin_County_Dublin.html,Activites
223. Kilkenny Shop,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189581-Reviews-Kilkenny_Shop-Dublin_County_Dublin.html,Activites
224. 1916 Rebellion Walking Tour,,Walking Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d614200-Reviews-1916_Rebellion_Walking_Tour-Dublin_County_Dublin.html,Activites
"225. Butlers Chocolate Café, Grafton Street",,Speciality & Gift Shops • Coffee Shops,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189595-Reviews-Butlers_Chocolate_Cafe_Grafton_Street-Dublin_County_Dublin.html,Activites
226. The Dawson Lounge,,Bars & Clubs,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d11721857-Reviews-The_Dawson_Lounge-Dublin_County_Dublin.html,Activites
227. Rural Pub Tours,,"Bar, Club & Pub Tours • Beer Tastings & Tours",5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d1412909-Reviews-Rural_Pub_Tours-Dublin_County_Dublin.html,Activites
228. Brannigan's Bar,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5038261-Reviews-Brannigan_s_Bar-Dublin_County_Dublin.html,Activites
229. Fibber Magees,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5991541-Reviews-Fibber_Magees-Dublin_County_Dublin.html,Activites
230. Alix Gardner's Dublin Cookery School,,Cooking Classes,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6215526-Reviews-Alix_Gardner_s_Dublin_Cookery_School-Dublin_County_Dublin.html,Activites
231. Lydon’s of Galway,,Taxis & Shuttles,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d14892497-Reviews-Lydon_s_of_Galway-Dublin_County_Dublin.html,Activites
232. Dublin Cookery School,,Cooking Classes,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6419404-Reviews-Dublin_Cookery_School-Dublin_County_Dublin.html,Activites
233. Merchants Arch Bar and Restaurant,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7218105-Reviews-Merchants_Arch_Bar_and_Restaurant-Dublin_County_Dublin.html,Activites
234. Vagabond Tours,,Historical & Heritage Tours • Sightseeing Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4868250-Reviews-Vagabond_Tours-Dublin_County_Dublin.html,Activites
235. The Blue Light Pub,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6866858-Reviews-The_Blue_Light_Pub-Dublin_County_Dublin.html,Activites
236. Corballis Farm Horse Trekking & Therapeutic Riding Centre,,Horseback Riding Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10463510-Reviews-Corballis_Farm_Horse_Trekking_Therapeutic_Riding_Centre-Dublin_County_Dublin.html,Activites
237. Cooks Academy,,Lessons & Workshops • Cooking Classes,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6630928-Reviews-Cooks_Academy-Dublin_County_Dublin.html,Activites
238. The Clockwork Key Escape Room,,Escape Games,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d13542844-Reviews-The_Clockwork_Key_Escape_Room-Dublin_County_Dublin.html,Activites
239. Game of Thrones Tours,,Film & TV Tours • Sightseeing Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6560743-Reviews-Game_of_Thrones_Tours-Dublin_County_Dublin.html,Activites
240. Panti Bar,,Gay Bars,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d1836171-Reviews-Panti_Bar-Dublin_County_Dublin.html,Activites
241. Ireland By Taxi,,Taxis & Shuttles,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7733567-Reviews-Ireland_By_Taxi-Dublin_County_Dublin.html,Activites
242. Light House Cinema,,Cinemas,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7644382-Reviews-Light_House_Cinema-Dublin_County_Dublin.html,Activites
243. Dublin Literary Pub Crawl,,"Bar, Club & Pub Tours • Literary, Art & Music Tours",4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d546287-Reviews-Dublin_Literary_Pub_Crawl-Dublin_County_Dublin.html,Activites
244. Dowling Chauffeur Drive,,Taxis & Shuttles,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7815637-Reviews-Dowling_Chauffeur_Drive-Dublin_County_Dublin.html,Activites
245. Doyle's Pub,,Bars & Clubs,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d580075-Reviews-Doyle_s_Pub-Dublin_County_Dublin.html,Activites
246. Vintage Tea Trips,,Food Tours • Bus Tours,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10941650-Reviews-Vintage_Tea_Trips-Dublin_County_Dublin.html,Activites
