Event_Cat,Page,Event_brite_url,Event_Name,Event_Time,Event_Link,Event_Location,Start_date_Event_Page,Event_Title,Event_Summary,Event_Date_Range,Event_Address,Event_Description,Event_Tag_List,Ticket_Fare
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,"BIG Spring Clean, Enniskillen (Fermanagh & Omagh)","Thu, Apr 13, 11:00 AM",https://www.eventbrite.co.uk/e/big-spring-clean-enniskillen-fermanagh-omagh-tickets-551364705677?aff=ebdssbdestsearch,Cornagrade Road • Enniskillen,2023-04-13,"BIG Spring Clean, Enniskillen (Fermanagh & Omagh)",The BIG Spring Clean 2023 will takes place between 1st March and 30th April and is Northern Ireland's largest community clean-up campaign.,"Thu, 13 Apr 2023 11:00 - 13:00 BST",Cornagrade Road Cornagrade Road Enniskillen BT74 United Kingdom,"Join in with the BIG Spring Clean 2023 and make a difference in your local area. The event is hosted by the Live Here Love Here team and welcomes individuals, schools, community groups and businesses from all communities wishing to rid their streets of litter and discarded rubbish.Please dress accordingly for the weather & wear appropriate footwear. L﻿ocation; Riverside Walk, Cornagrade, EnniskillenM﻿eeting point; Johnston Bridge end path","['United Kingdom Events', 'Fermanagh Events', 'Things to do in Enniskillen', 'Enniskillen Networking', 'Enniskillen Charities & Causes Networking', '#litterpick', '#littercleanup']",
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,Wild Yoga at Y Ddol Uchaf Nature Reserve,"Sat, Apr 22, 10:30 AM",https://www.eventbrite.co.uk/e/wild-yoga-at-y-ddol-uchaf-nature-reserve-tickets-587755531617?aff=ebdssbdestsearch,North Wales Wildlife Trust • Bangor,2023-04-22,Wild Yoga at Y Ddol Uchaf Nature Reserve,"Please note this is not a Wildlife Trust event but run independently by Mike Klymo, who used to be a reserve officer for the trust.","Sat, 22 Apr 2023 10:30 - 12:00 BST",North Wales Wildlife Trust Garth Road Bangor LL57 2RT United Kingdom,"Meet 10:30 for an hour and half gentle exploration of Ddol nature reserve; a beautiful nature reserve woodland, streams, wild flowers and ponds, invitations to practice some yoga postures and flows, calming breathing and an introduction to meditation.BenefitsExperience enhanced wellbeing combining the healing elements of yoga and immersion in nature; slow gentle yoga strengthens muscles, improves flexibility, reduces tension, lowers stress and improves sleep – combined with the healing powers of nature also known as; Shinrin-Yoku in Japan; forest bathing using all 5 senses, Friluftsliv open air living, in Scandinavia, Ecotherapy; lowering of stress to improve mood, and Biophilia; love of life.What to bring – a yoga mat (if you have one), loose fitting clothing appropriate for the weather forecast.  Optional – a packed lunch to together picnic together afterwards, from 12:00 For more details emailnaturalyoga4health@gmail.com","['United Kingdom Events', 'Gwynedd Events', 'Things to do in Bangor', 'Bangor Attractions', 'Bangor Charities & Causes Attractions', '#nature', '#wildlife', '#wildlifetrusts']",
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,Have-a-go with Living Seas (Cricieth),"Mon, Apr 3, 2:00 PM",https://www.eventbrite.co.uk/e/have-a-go-with-living-seas-cricieth-tickets-546195384097?aff=ebdssbdestsearch,"Criccieth, Marine drive • Criccieth",2023-04-03,Have-a-go with Living Seas (Cricieth),Come and find out what volunteering with our marine team is all about.,"Mon, 3 Apr 2023 14:00 - 16:00 BST","Criccieth, Marine drive Marine drive Car Park Criccieth LL52 0EN United Kingdom","Volunteering for our marine team incorporates many different activities. This session will introduce you to some of them to see if this is for you. Please wear clothes suitable for the weather and coast and ideally wellies. We will have a waiting list, so please cancel if you find you can not attend after booking. Public transport links https://www.traveline.cymru/","['United Kingdom Events', 'Gwynedd Events', 'Things to do in Criccieth', 'Criccieth Attractions', 'Criccieth Charities & Causes Attractions', '#nature', '#wildlife', '#survey', '#wildlifetrusts', '#citizen_science', '#marineconservation']",
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,Moldova Fundraising Quiz and Auction ,"Sat, Apr 1, 7:00 PM",https://www.eventbrite.co.uk/e/moldova-fundraising-quiz-and-auction-tickets-568102077607?aff=ebdssbdestsearch,Scrabo Hall • Newtownards,2023-04-01,Moldova Fundraising Quiz and Auction ,Join us for our table quiz and auction as we raise funds for the work of OM Moldova.,"Sat, 1 Apr 2023 19:00 - 22:00 BST",Scrabo Hall 143-153 Mill Street Newtownards BT23 4LN United Kingdom,"There is a team of 13 young people heading out to Moldova on the 24th June to do 2 weeks mission in some of the least reached villages in Europes poorest country. During these two weeks we will be running childrens programs, visiting homes with care packages and providing various types of aid and support to the people of Moldova. At our quiz night we want to raise as much money as possible to help the work that Operation Mobilisation Moldova are doing and the people we will be reaching while on the team. The money raised will be going directly to missional resources for OM Moldova, to provide school resources for children in the villages  and also used to support local missionaries who work for OM. The money raised will not be going to funding the team members travel or expenses for this mission trip. We suggest a donation of £5 for those taking part in the quiz. And we would encourage you to bring your wallets and purses to bid in our auction for some amazing items. We would love for you to join us on Saturday 1st April and feel free to invite any family and friends as well. Please sign up below so we can organise catering.","['United Kingdom Events', 'Ards Events', 'Things to do in Newtownards', 'Newtownards Other', 'Newtownards Charities & Causes Other']",
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,"BIG Spring Clean, Waterworks (Belfast City)","Sun, Apr 16, 10:30 AM",https://www.eventbrite.co.uk/e/big-spring-clean-waterworks-belfast-city-tickets-549532314947?aff=ebdssbdestsearch,Waterworks • Belfast,2023-04-16,"BIG Spring Clean, Waterworks (Belfast City)",The BIG Spring Clean 2023 will takes place between 1st March and 30th April and is Northern Ireland's largest community clean-up campaign.,"Sun, 16 Apr 2023 10:30 - 12:30 BST",Waterworks Waterworks Belfast BT7 1NN United Kingdom,"Join in with the BIG Spring Clean 2023 and make a difference in your local area. The event is hosted by the Live Here Love Here team and welcomes individuals, schools, community groups and businesses from all communities wishing to rid their streets of litter and discarded rubbish.Please dress accordingly for the weather & wear appropriate footwear. L﻿ocation; WaterworksM﻿eeting point; toilets","['United Kingdom Events', 'Belfast Events', 'Things to do in Belfast', 'Belfast Networking', 'Belfast Charities & Causes Networking', '#litterpick', '#littercleanup']",
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,BACK TO THE 70'S,"Fri, Apr 21, 7:00 PM",https://www.eventbrite.co.uk/e/back-to-the-70s-tickets-595607055737?aff=ebdssbdestsearch,The Lansdowne Hotel • Belfast,2023-04-21,BACK TO THE 70'S,BACK TO THE 70's,"Starts on Fri, 21 Apr 2023 19:00 BST",The Lansdowne Hotel 657 Antrim Road Belfast BT15 4EF United Kingdom,A﻿T THE LANSDOWNE HOTEL ON FRIDAY 21st APRIL 2023 7﻿PM TO LATE ,"['United Kingdom Events', 'Belfast Events', 'Things to do in Belfast', 'Belfast Parties', 'Belfast Charities & Causes Parties', '#wave']",
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,Grease Meets The Blues Brothers Night,"Sat, Apr 29, 7:00 PM",https://www.eventbrite.co.uk/e/grease-meets-the-blues-brothers-night-tickets-559464251637?aff=ebdssbdestsearch,Jacksons Isle of Man • Braddan,2023-04-29,Grease Meets The Blues Brothers Night,Join us and dance the night away to 50s Grease and 80s Blues Brothers music.,April 29 · 7pm - April 30 · 12am BST,Jacksons Isle of Man Cooil Road IM4 2AZ Braddan Isle of Man,J﻿oin us and dance the night away to 50s Grease and 80s Blues Brothers music. Saturday 29th April 20237pm till midnightT﻿ickets - £38.62 (includes ticket fee)T﻿ickets include -W﻿elcome drink F﻿oodL﻿ive entertainment R﻿affle prizesP﻿hoto opportunitiesA﻿nd lots of dancing All funds raised will support the Diana Princess of Wales Hospice Care at Home Trust. F﻿or further information visit: https://hospiceathome.im/,[],
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,North Down Coastal Path  NI Hospice  Celebration Walk,"Sat, Apr 22, 10:00 AM",https://www.eventbrite.co.uk/e/north-down-coastal-path-ni-hospice-celebration-walk-tickets-547775149217?aff=ebdssbdestsearch,Queen's Leisure Complex • Holywood,2023-04-22,North Down Coastal Path  NI Hospice  Celebration Walk,"Step out with family, friends or work colleagues and join us on 22nd April 2023 for the North Down Hospice Walk!","Starts on Sat, 22 Apr 2023 10:00 BST",Queen's Leisure Complex Sullivan Close Holywood BT18 9HL United Kingdom,The stunning North Down Coastal Path is renowned for being one of Hospice's most popular walks.Hundreds of people have enjoyed the 8-mile route along rocky shores and fine sandy beaches. Set off from Queen’s Hall Leisure Complex in Holywood to the Pickie Fun Park in Bangor. S﻿ign-up today at: https://bit.ly/3S04MNr,"['United Kingdom Events', 'North Down Events', 'Things to do in Holywood', 'Holywood Other', 'Holywood Charities & Causes Other', '#hospice', '#belfast', '#walks', '#bangor', '#northernireland', '#northernirelandevents']",
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,North Belfast & South Antrim Election Launch & Fundraiser,"Wed, Apr 19, 7:00 PM",https://www.eventbrite.co.uk/e/north-belfast-south-antrim-election-launch-fundraiser-tickets-597672302947?aff=ebdssbdestsearch,The Bellevue Arms • Glengormley,2023-04-19,North Belfast & South Antrim Election Launch & Fundraiser,"Election Launch and Fundraiser in support of Green Party North Belfast & South Antrim candidates in Local Elections, May 2023","Wed, 19 Apr 2023 19:00 - 23:00 BST",The Bellevue Arms 129 Antrim Road Glengormley BT36 7QS United Kingdom,"C﻿ome meet our local candidates and help raise some funds for campaign resources, and in support of Relate NI, the relationships charity",[],Donation
family-and-education--events,1,https://www.eventbrite.com/d/ireland--dublin/family-and-education--events--next-month/?page=1,NCI Spring Graduation 2023,,https://www.eventbrite.ie/e/nci-spring-graduation-2023-tickets-524419582087?aff=ebdssbdestsearch,The Convention Centre Dublin (The CCD) • Dublin 1,,NCI Spring Graduation 2023,National College of Ireland Graduation - Thursday 6th April 2023 **Tickets include gown rental and entry of 2 guests to the ceremony.,,,"The conferring of academic awards at National College of Ireland is a very special occasion and is the highlight of the college's academic year. It is a day of celebration when family, friends and college staff rejoice in the achievements of our newest graduates. - Graduation Day is broken into 2 sessions.- Each course is allocated to a specific session.- Please choose the correct session to match your course.Session 1 : 11amSession 2 : 2pmPlease note that registration will open 2 hours before your ceremony is due to start and will close approximately 45 minutes before your ceremony commences. Should you be late for Registration, you ﻿will not be permitted to enter the Graduation Ceremony. Graduation Schedule6th April 2023Session One – 11amMaster of Arts in Human Resource ManagementMaster of Science in International BusinessMaster of Science in MarketingMaster of Science in Cloud ComputingMaster of Science in Cyber Security Master of Arts in Educational PracticePostgraduate Diploma in Arts in Educational Practice in Teaching for Further EducationPostgraduate Diploma in Arts in Human Resource ManagementPostgraduate Diploma in Science in Cyber SecurityPostgraduate Diploma in Science in Cloud ComputingBachelor of Science (Honours) in ComputingHigher Diploma in Science in Data AnalyticsHigher Diploma in Financial Services AnalyticsHigher Certificate in International Financial ServicesHigher Certificate in ComputingCertificate in Science in ComputingCertificate in Software Development FundamentalsCertificate in Technology Enhanced LearningCertificate in Digital Capabilities and the Learner ExperienceCertificate in Community Welfare Service ProvisionCertificate in Social Welfare Decision MakingCertificate in Social Protection StudiesCertificate in Learning and Technology Session Two – 2pmMaster of Science in FinanceMaster of Science in ManagementMaster of Science in Data AnalyticsMaster of Science in FinTechPostgraduate Diploma in Science in Data AnalyticsPostgraduate Diploma in Science in FinTechPostgraduate Diploma in Business in EntrepreneurshipBachelor of Arts (Honours) in BusinessBachelor of Science in ComputingHigher Diploma in Science in ComputingDiploma in Financial Services for Credit UnionsDiploma in Business ManagementCertificate in Non-Profit Leadership and ManagementCertificate in Business ManagementCertificate in Credit Union BusinessCIPD Diploma in Human Resource ManagementThings to NoteStudents will not be able to graduate if they are not in good standing with the College.Graduates will NOT be permitted to leave the ceremony until it has concluded.There is a strict cut off time for Registration This ticket allows Graduands to bring 2 guests to the ceremony. Guest tickets can be collected at registration on the day.GowningYou have the choice to collect your gown in advance of your graduation day or before the start of your ceremony, see details below:All Graduands can collect their gowns between 4pm and 8pm on the 5th April in the National College of Ireland, Room 1.02/1.03PhotographyLafayette Photography are the official graduation photographers of National College of Ireland. It is advisable to pre-book your photography online on the Lafayette Photography Website. Online bookings will close at midday the day before your graduation day.  Lafayette is open prior to your ceremony and to avoid queues you can have your photograph taken beforehand. You do not need your certificate for your photograph as a prop will be provided.Before the CeremonyPurchase your tickets online through EventbritePrint your tickets for the day Holders of incorrect tickets will not be allowed entryCollect your gownReserve your photography online with Lafayette (optional)ContactShould you have any queries about the Graduation ceremonies you can email us at graduation@ncirl.ie","['Ireland Events', 'Dublin City Events', 'Things to do in Dublin', 'Dublin Other', 'Dublin Family & Education Other', '#graduation', '#nci', '#graduation_celebration', '#grad2023', '#ncigrad']",€60
